section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_ans
React Engineer,Testing,Hard,Why should data-testid be a last resort?,"It tests implementation, not user behavior",It is unreliable,It is slow,It breaks in production,A
React Engineer,Testing,Hard,What is testing a hook?,Using renderHook() from RTL to test custom hooks in isolation,Testing with useEffect,Testing component using hook,Mocking the hook,A
React Engineer,Testing,Hard,What does renderHook return?,Object with result.current (hook's return value) and other utilities,Rendered component,DOM element,Hook function,A
React Engineer,Testing,Hard,What is act() wrapper in React testing?,Ensures all state updates and effects are applied before assertions,Error boundary,Async wrapper,DOM updater,A
React Engineer,Testing,Hard,When is act() required?,When triggering state updates outside React's event system,Always,Never,Only for class components,A
React Engineer,Testing,Hard,What is axe-core used for?,Automated accessibility testing in Jest/RTL tests,Performance testing,E2E testing,Visual testing,A
React Engineer,Testing,Medium,What is storybook?,UI component explorer for developing and testing components in isolation,E2E test tool,State manager,Routing library,A
React Engineer,Testing,Hard,What is visual regression testing?,Comparing component screenshots to detect unintended visual changes,Functional testing,Accessibility testing,Performance testing,A
React Engineer,Components,Easy,What is a React component?,"Reusable, self-contained UI piece returning JSX",HTML file,CSS class,JavaScript module,A
React Engineer,Components,Easy,What are the two types of React components?,Functional components and Class components,Stateful and Stateless,Smart and Dumb,Container and Presentational,A
React Engineer,Components,Easy,What is a functional component?,JavaScript function that accepts props and returns JSX,ES6 class,DOM element,Redux store,A
React Engineer,Components,Easy,What is a class component?,ES6 class extending React.Component with render method,Pure function,HOC,Context provider,A
React Engineer,Components,Easy,What are props?,Data passed from parent to child component,Internal state,Event handlers,DOM attributes,A
React Engineer,Components,Easy,What is the difference between props and state?,Props are external (passed in); state is internal (managed by component),Both are internal,Both are external,Props are mutable,A
React Engineer,Components,Easy,Can props be modified by the child component?,No — props are read-only,"Yes, always",Only class components,With useRef,A
React Engineer,Components,Easy,What is prop drilling?,Passing props through multiple layers of components that don't need them,Passing props directly,Using context,Using Redux,A
React Engineer,Components,Medium,What is a Higher Order Component (HOC)?,Function that takes a component and returns an enhanced component,A component,A hook,A context,A
React Engineer,Components,Hard,What is the Compound Components pattern?,Multiple components working together sharing implicit state via context,HOC pattern,Render props,Children pattern,A
React Engineer,Components,Hard,What is the Render Props pattern?,Component accepting a function prop that returns JSX to render,HOC pattern,Hook pattern,Context pattern,A
React Engineer,Components,Medium,What is the Container/Presentational component pattern?,Separating data logic (container) from UI (presentational),HOC pattern,Render props,Context pattern,A
React Engineer,Components,Medium,What are controlled components?,Components where form state is managed by React state,DOM-managed components,Class-only components,Uncontrolled components,A
React Engineer,Components,Medium,What are uncontrolled components?,Components where form state is managed by the DOM,React-managed components,All class components,Functional components,A
React Engineer,Components,Easy,What is the children prop?,Special prop containing JSX passed between component tags,Array of props,DOM nodes only,Text only,A
React Engineer,Components,Hard,What is React.Children.map?,Iterate over children with proper handling of edge cases,Array.map on children,HOC utility,Clone utility,A
React Engineer,Components,Hard,What is React.cloneElement used for?,Clone element and add/override props (used in compound components),Create new component,Duplicate DOM,Merge components,A
React Engineer,Components,Easy,What is prop validation?,Defining expected types for props using PropTypes or TypeScript,Runtime check only,TypeScript only,Jest test,A
React Engineer,Components,Easy,What is defaultProps?,Sets default values for props when they are not provided,Initial state,Required props,Optional rendering,A
React Engineer,Components,Hard,What is the purpose of displayName on a component?,Improves debugging in React DevTools and error messages,Required for HOCs,Required for hooks,Required for rendering,A
React Engineer,Components,Hard,What is forwardRef used for?,Forwarding a ref from parent through a component to its DOM element,Forwarding props,Forwarding context,Forwarding events,A
React Engineer,Components,Hard,What is useImperativeHandle used with?,forwardRef — to customize what ref exposes to parent,useRef alone,React.memo,Context,A
React Engineer,Components,Medium,What is a pure component?,"Component returning same output for same input, no side effects",Stateless component,Functional component,Class component,A
React Engineer,Components,Easy,What is React.Fragment?,"Wrapper that renders no DOM node, allowing multiple root elements",A DOM element,An empty div,A context,A
React Engineer,Components,Easy,What is the shorthand for React.Fragment?,<> </> (empty angle brackets),<Fragment>,<React.Fragment>,<Wrap>,A
React Engineer,Components,Medium,What is a Portal in React?,Renders children into a different DOM node outside current tree,State portal,Navigation portal,CSS portal,A
React Engineer,Components,Hard,Why use React portals?,"To render modals, tooltips above z-index of parent without CSS hacks",For performance,For routing,For testing,A
React Engineer,Components,Medium,What is Error Boundary?,Class component catching errors in child tree and showing fallback,Try-catch equivalent,Error hook,useError hook,A
React Engineer,Components,Medium,What is componentDidCatch?,"Lifecycle called after error is caught, receives error and info",Error boundary only,All lifecycle,Update lifecycle,A
React Engineer,Components,Hard,What is getDerivedStateFromError?,Static method updating state to show error fallback UI,Catches errors to log,Updates the DOM,Redirects on error,A
React Engineer,Components,Hard,What are React Server Components?,"Components running on server, rendering without client JS overhead",SSR components,Cached components,Static components,A
React Engineer,Components,Hard,What are Client Components in Next.js App Router?,Components with 'use client' directive that run in browser,Server components,RSC components,Shared components,A
React Engineer,Components,Hard,What is the purpose of the 'use client' directive?,Marks component and its imports as client-side bundle boundary,Enables server rendering,Adds Redux,Adds context,A
React Engineer,Components,Easy,What is component composition?,Building complex UI by combining smaller focused components,Inheritance,HOC wrapping,Context sharing,A
React Engineer,Components,Medium,Why prefer composition over inheritance in React?,"React's component model is built for composition, not class hierarchies",Inheritance is broken,HOCs are better,Composition is faster,A
React Engineer,Components,Hard,What is the headless component pattern?,Components providing logic/behavior without UI (often via render props/hooks),Unstyled components,No DOM components,Server components,A
React Engineer,Components,Hard,What is polymorphic component?,Component accepting 'as' prop to render as different HTML element,Multiple renders,Context-driven,Dynamic import,A
React Engineer,Components,Hard,What is controlled vs uncontrolled component design?,Controlled: caller manages state; Uncontrolled: component manages own state,No difference,Controlled uses DOM,Uncontrolled uses useState,A
React Engineer,Components,Hard,What is a slot pattern?,Named children via props for flexible layout composition (like <header> slot),Array pattern,Fragment pattern,Portal pattern,A
React Engineer,Components,Easy,What are named exports vs default export for components?,Named allows multiple exports per file; default is the main one,No difference,Named is older,Default is better,A
